day,ALGO,AENO,LSST,SRNA,ELLT,AMRP,OTCS,HETT,HUXZ,DUCT,SMAH,NPCK,MSDP,EORC,CUBO,HRET,ANSO,DIHO,RTTH,SPLZ,NWIG,MMBT,MDGI,AGVF,RRES,CTGI,ALUT,ACAC,SRTX,GARI,RCRI,ACIX,CCNS,MTNS,IHOZ,NAYO,FWWG,EELT,HRND,AETS,ULXY,BLBT,BENI,ITPA,HTRK,NGTE,ILVX,FCSG,FARS,MHRM,EAFC
210,0.1630935682694654,0.27471649842078544,0.37465623469304227,0.24026244600364835,0.2478644311378724,0.6188308049562783,0.4335507734923127,0.24622135697056244,0.31731736945037764,0.3149737132894823,0.33176115262977657,0.34896129595114733,0.36416751357220173,0.3100113810673527,0.2695436424663145,0.3756482599527969,0.3758404779269807,0.4342241144699075,0.4464126899375816,0.45065216197542407,0.4351290660654832,0.5755288412960777,0.36389285732225235,0.3030269251757134,0.3195122690331259,0.44320797498141273,0.29646096222931523,0.41329336121784405,0.2364268402969888,0.3340497376209392,0.43128254686251044,0.2861144771599237,0.3149339620258506,0.37319194336990624,0.25386970907405515,0.5882243867622742,0.261328676738169,0.5954621586625432,0.4730487573599203,0.48708240801245,0.4921602337731606,0.13600694556531906,0.1879169363733467,0.2757410650105988,0.37889502141850245,0.30686872230540163,0.20556015032461566,0.42237666552943537,0.2590493858668674,0.413764045581676,0.40043630736546215
211,0.1621736496883018,0.2878794893370859,0.3981479048722863,0.22776008171803652,0.2840955617197093,0.6250770261132812,0.4347606660887404,0.24506578910259832,0.3170057456443845,0.3424784371739256,0.3470547149590888,0.3506729763590693,0.3639050103266143,0.31079052875049457,0.2655748629640614,0.3685626426013922,0.37636708979495465,0.4205155209304144,0.43653624035990013,0.45478133955344163,0.4425296997905515,0.575490279154502,0.3605463914265144,0.33144644287880787,0.3235417419744254,0.4819452231288646,0.32092423624128547,0.4226582743454242,0.23557485543754034,0.3365656285824575,0.4899237531440241,0.2800364230832964,0.3106035972841538,0.37116764761091,0.26265126428021063,0.6040534425225605,0.23634091524225437,0.6234685188850615,0.46759787608383124,0.49264335154732075,0.49374720819925166,0.14352731109686734,0.18108483239252887,0.26667314485395927,0.3784490789385634,0.3171207488705955,0.2041302939922531,0.42132875785800505,0.2374118120170008,0.39560154212850296,0.3921919429001825
212,0.16428788522303667,0.28651318328815706,0.39437071838769017,0.23067933390102838,0.2863627314987175,0.608789645239009,0.43402408935558706,0.2424118321066338,0.3289682552388886,0.34522536807769516,0.35737203613758556,0.3392709227895811,0.36255746866493527,0.2684045726010744,0.27699352165616076,0.37185096519320177,0.3796840668511437,0.4249683426814032,0.4412826909776452,0.4240320025266094,0.45211109417314815,0.5459352786677908,0.38817395447982483,0.3210947809024449,0.346416133932663,0.46967319586444667,0.3038300072472506,0.3656332331744864,0.2642186507091303,0.3380819027540408,0.5402017991252774,0.29789116003359506,0.31957884284150384,0.3455397056643859,0.1809207025654256,0.6111294746167292,0.24551277702448965,0.6047747526555288,0.4604083370366606,0.4798518647518783,0.5045551729066536,0.14408643232407742,0.18062650804441138,0.26688657510801483,0.37936135429553175,0.3250482922954211,0.2087488288386441,0.4321321292203775,0.22782682421934397,0.3970470367534443,0.3677152678912171
213,0.16200550079047754,0.2851819340397467,0.3899155519499013,0.22508843456547878,0.2845571462625979,0.6127710111568611,0.4328975146952866,0.2410976684498478,0.3248501498274278,0.34602343587134227,0.36757401809577406,0.29769540351026447,0.3629651804082455,0.25479890725814347,0.2638762736777601,0.3542972306908751,0.3673946980249641,0.43559410607620314,0.4450171775690083,0.4428229814037986,0.42908368002667463,0.544087425125156,0.39591949606645643,0.3060527933183613,0.34893630903091905,0.46898891949017946,0.3063401418316298,0.321322998733377,0.2754671146111646,0.34051597214533796,0.5296601968182254,0.3007240332500019,0.336740214464501,0.3421903077193456,0.18331908387599058,0.5732831895773381,0.2555446585791695,0.6128560455925935,0.46058167392923194,0.48382331779543847,0.5237181309046929,0.1467324604622024,0.17888491174424723,0.27711965701160945,0.39822252845340866,0.30674504209530645,0.21230701547284037,0.44416315422258423,0.22549297199208196,0.3923417832687693,0.35486779117424205
214,0.16595061902445502,0.34073851043202524,0.3843273254676988,0.2514627991697499,0.28160603909401466,0.54340639357131,0.41894660303657727,0.24371905873095623,0.32484059725554104,0.3497228810768766,0.36540628992565954,0.3072186749015489,0.364361954239335,0.26923282702349505,0.27804423294734926,0.3424869399715377,0.3673465238252568,0.4186973151428252,0.46733898165097143,0.4487399597987121,0.3936287296065322,0.5450836185550574,0.40889773677822977,0.3075413882561501,0.36635020406015567,0.5251147987900635,0.3126386946609557,0.3318298628425809,0.2817130059450554,0.34171544141936927,0.5337691689027462,0.30187722103958003,0.3407797822607613,0.3362661784788664,0.22459810066134703,0.5614049910200851,0.2578614101705598,0.5877608540639139,0.46156208310728153,0.5043893341949468,0.5232047833247405,0.1482084354865534,0.16291885495501188,0.28191428132435997,0.37560214859329993,0.28313193537137127,0.22581398442504177,0.46441434834325485,0.23526354412419967,0.3974701123875768,0.39016279511427965
215,0.1628681099089221,0.27482837468928545,0.36328401487517314,0.2529534693065801,0.2862385364209341,0.5287488843118827,0.3879253393171684,0.24252166262634012,0.3242818338506692,0.3907227945071759,0.3527174144592811,0.3036937727638834,0.37880271131153076,0.265372821323882,0.2997730515184275,0.39842971927287546,0.35323829814437857,0.39283595551867545,0.4732309332822283,0.4521108556870586,0.3950634143775601,0.5387374805915615,0.40291842647209536,0.3240125674588852,0.3657610477836156,0.5100363214181597,0.3193700668584237,0.3169634230873016,0.28071308834522785,0.3416943961945241,0.5527828807976105,0.2699330689810565,0.33692594669797243,0.24360958233495664,0.2214473837602947,0.5568141615392226,0.22801422280892356,0.5984245408094803,0.4583778388468191,0.4927680736701293,0.5217886013753623,0.13885505967019235,0.1541329217848345,0.2324638275059048,0.3129503338467653,0.26573980357287424,0.2033104908608831,0.463661449900587,0.20419690963632892,0.39560092176399425,0.3913499150601243
216,0.15342506431513608,0.2456021614188141,0.3926310924422609,0.21463111268479232,0.29170434716499655,0.556941247533838,0.39775866721232855,0.2417603511692834,0.2650626568851107,0.3811177878412253,0.3561343565392653,0.3203844866089626,0.3820232259828535,0.26909311975788003,0.26024089487356095,0.4328043974095759,0.351853564247208,0.37109566344193745,0.4693368894343109,0.43088144130961414,0.33798249783252876,0.5063617185884598,0.41382900560788294,0.29658218966085614,0.3672061075114332,0.48465714455228126,0.3191410099352891,0.3187863791433816,0.2780890230579874,0.35194747821529293,0.553088894572061,0.2704411580316188,0.3240408140587535,0.2465017029622403,0.2265341999483623,0.5550387728400564,0.22810685237765851,0.5623545082389134,0.4506682948143793,0.49312882343469194,0.4924768882220648,0.14660232420886465,0.15258514055768363,0.2402147289139388,0.32767367479196124,0.2602623113099769,0.20237194038643594,0.46523824739698044,0.20069307844048198,0.3956012207987763,0.3676280918648661
217,0.15596908888209732,0.2512894542005575,0.35273626971526706,0.22155924109196065,0.2926133073053711,0.5694396683315249,0.37970355110998383,0.24178025330639719,0.26194307837587044,0.3999100462739938,0.367951716058205,0.31549374747168046,0.38221425951717364,0.22610079671080527,0.2510038519952419,0.4376685302929182,0.3428365732860687,0.36822983989266544,0.5004306497956548,0.4376746400990976,0.33622539165915,0.599728970202377,0.39317554698010404,0.3283066901115905,0.3721648258545173,0.4845495673425462,0.36255125252847453,0.3222100867917471,0.27581153611000514,0.3322118039560271,0.553103624651776,0.27867070252801135,0.3265291181526748,0.2462429190123132,0.21938508703728435,0.5525710721225475,0.22951035861284227,0.4908140900163186,0.4930767447393764,0.47695152110914646,0.4882400384848172,0.1502932287753916,0.15077850746271793,0.24596953729219473,0.3204806791041287,0.25640405410008393,0.1867208555185755,0.47247282751548414,0.20750900095177235,0.3967979938011365,0.41330276650897213
218,0.15091613530531314,0.2560209274532286,0.3427326676283242,0.24109743705868134,0.28668778147866975,0.5695540981239609,0.3871663226175284,0.24183899803925943,0.25677289859288366,0.40821575083787986,0.3453427874373189,0.31451154282780297,0.3905025727410461,0.22523291863060696,0.24306255866413803,0.41487043561886017,0.3442532899296794,0.36866879199934055,0.47494269044747206,0.4438774841140654,0.33595961528456925,0.5261091114119296,0.4001252659895573,0.33052098841227934,0.3692672830988536,0.47167401849893104,0.3617932759101839,0.32864429406011236,0.2754256625672494,0.324979203679831,0.5421208946105768,0.27919773587434815,0.3331827134850961,0.24761777408161426,0.2031981549529961,0.5476934431068902,0.21971611493115092,0.4997665593190411,0.47803034706605146,0.49763269934810234,0.4679618428318784,0.1520537101358887,0.15250952224279107,0.25009711495376596,0.32033021760577957,0.2598093107274421,0.18444050982954877,0.4832984463294952,0.21681802285291746,0.3908090064478506,0.4259882542161303
219,0.15071961898093175,0.25883977782004236,0.34501418784277577,0.255868381441267,0.3030416319414137,0.5599774037948582,0.3894429092192839,0.2320838394774655,0.25524659414144824,0.40209541190634307,0.3467344278534558,0.3191288778532633,0.38544334970774985,0.21781504873570226,0.2430603872465256,0.41664276019994706,0.3508219715316954,0.3688538876675749,0.44487595475921415,0.4384651428705975,0.3231987825132118,0.5145527593916914,0.4013124957303248,0.3399963280860846,0.3719422875119114,0.4727297522101992,0.3649961994612244,0.32434035250777293,0.2754106078591935,0.325761183577323,0.5445624757672928,0.2716516602271052,0.35773095844284797,0.2825825740608814,0.2047537052598642,0.5581987659144744,0.22685205250784826,0.498574300447787,0.5299835801476538,0.497513265694772,0.4695520236449682,0.15175376688556533,0.14572958325208682,0.25888936697873405,0.3448459633097778,0.2606736575871568,0.17499978959843518,0.500887216753878,0.21825747836791487,0.37430655506294014,0.40268759891264333
220,0.15302995605735495,0.2731774921305953,0.35855055123198165,0.2478612542992192,0.3072110993457481,0.5766145813686196,0.39011955773022006,0.22573653553705458,0.3069147868292975,0.3965684517881938,0.3414371434672364,0.3165637345476027,0.3746629235738934,0.23114549261926412,0.24410019201032607,0.4207453951068062,0.35062660199186446,0.3811275426834318,0.4432451631184631,0.4443639768449859,0.3128913222642579,0.4998904536468099,0.3954670867445368,0.3453691158169662,0.3871221442465718,0.4749886123905989,0.3569525607345363,0.3106248737097706,0.28042138861604066,0.3338986122397629,0.5486996285506547,0.2617993147972404,0.35213613090897233,0.28315782820213037,0.21095608252641862,0.5604098169839309,0.23006096589897126,0.48794847927850815,0.5298747438560085,0.499053426604579,0.4684048777565099,0.15290625631098279,0.13965716682941254,0.2790835297630368,0.3385308853766903,0.2700888731002636,0.16495420232197286,0.50374930045871,0.20363683205536526,0.3594215608618614,0.4035981748366961
221,0.14928318818863345,0.2752164285837763,0.35530594420287975,0.23989360606798107,0.29192375340054993,0.5699399554984976,0.34156494900750733,0.20533983448318632,0.3034466250042527,0.4005023482201303,0.3456402741282611,0.31314762206854657,0.37954989442536347,0.2488487684582285,0.22888594247678842,0.42456819787782957,0.3547528482002529,0.38774609527760306,0.44323068770123225,0.447508016740517,0.3105184774023862,0.5564196996941279,0.3969486797393323,0.33692120957123545,0.3259888010064886,0.47914631535025615,0.35591102355695053,0.30853912942650574,0.2781734532299601,0.3201043302922141,0.5480557937245369,0.27684077132867085,0.35683363117473826,0.2843018576704444,0.21134475447653178,0.5560742892323479,0.2248349086779945,0.47109930802714123,0.47715391996962686,0.5116507969699012,0.4647169930154629,0.1512774049703314,0.11919637473158047,0.2830323954828704,0.3388048368567182,0.2747671240075434,0.16113770318461884,0.51364139668329,0.18160184753436212,0.3542021083572865,0.4073736325838568
222,0.1793351373894964,0.27444503463547587,0.3390697107023521,0.24288140911118372,0.29226579274672804,0.5715737229574788,0.3986815645570624,0.23044390253389296,0.3031176738375803,0.4503070927906398,0.37870070489063323,0.32140848037922687,0.37127238518731526,0.28483881624248997,0.2278245520605891,0.42266998960528035,0.35234485658494147,0.3484789964057504,0.4981021278414814,0.5087434655132661,0.29604109815493235,0.5794755005723611,0.40070759950080376,0.3485144544816123,0.3335159112629735,0.4897967478638729,0.3680130361772905,0.3173436476091371,0.24099061440951172,0.38949632244396054,0.6281620249162394,0.2841236240350282,0.35009178605869407,0.29111676870081477,0.22434052329169624,0.5569140874307777,0.2358008378311694,0.48656542453225454,0.47691123319690637,0.586134264199309,0.4613111156200053,0.14214657213254256,0.1347816282544297,0.29391987611158704,0.3645642286337116,0.3088136546699629,0.19478181338362213,0.5237546831139035,0.18916167475078535,0.40081929233465063,0.46989914099315366
223,0.1819905453112057,0.2743122186951077,0.33659090802701047,0.24122744619453668,0.27300504434188055,0.5488400256208815,0.371130297351512,0.22429245147964583,0.30764222783526446,0.45037719961654904,0.37650706326206834,0.32583433835098274,0.36901915188148326,0.2962344465548997,0.22821341023141542,0.4236695200755598,0.3522157011189506,0.34973584771906335,0.6354150111855627,0.49486760949424735,0.28485014269911124,0.599891659882681,0.4274978245519578,0.3480715142547359,0.34655313440905455,0.5000847679167576,0.3580214389628509,0.28228705354229583,0.24185171345403442,0.3621919585626738,0.6301324906191974,0.2856393438130033,0.34176178401433693,0.2912284435290107,0.22441202448603542,0.5769942895096151,0.24372797979061514,0.5186231056274516,0.52263469218964,0.571959711522944,0.46315724128593144,0.14010854160916425,0.12787484604620897,0.26847514630726377,0.37335818066750615,0.3214398897071812,0.19553733763423245,0.5058217141522581,0.1890220215937223,0.3545340361205641,0.4722302671417852
224,0.16615810694060412,0.2757996245480281,0.33952643709468316,0.21213739068459425,0.27562122746720075,0.526800713316431,0.37163136759180904,0.2662000132613911,0.3175298639221591,0.41860828785948234,0.3697052003033652,0.32258381002220704,0.3289095446025792,0.2984133419912763,0.2214941814289353,0.4365309520909558,0.36107443220643365,0.33996878669315306,0.6369653986159962,0.503475660584908,0.2844357086415531,0.5744369720666319,0.3909693245554992,0.3501774107478488,0.34783308607375635,0.5085437075607181,0.32229314502410594,0.2839931003521666,0.24250747925069768,0.36507537755443653,0.6381724995653378,0.3037599506163127,0.3425502177576673,0.27603913778148537,0.2319680550567782,0.5490091049065157,0.22468026445476072,0.4936088944027409,0.4943629336655936,0.5650284848742956,0.4038033610798099,0.17760978900753677,0.11068980334363392,0.2695747520852993,0.3752642815198473,0.34012452070108595,0.21736644672209243,0.5145868407904213,0.1901681066061091,0.3473556507271726,0.47109615847295394
225,0.16989246229824714,0.27856988813321154,0.3312492435560512,0.2083292695121276,0.27565791724035754,0.5011204119869627,0.37569717029039035,0.2679070670096692,0.31597750510918854,0.41556438814666374,0.36897695605834385,0.3241813905986886,0.3757645944424795,0.2961569764871364,0.22943639179223643,0.4417833059128944,0.3652609437820192,0.3406478560689106,0.6866173972537392,0.5051752299545595,0.2930147222963015,0.5752778420477774,0.3567956541154383,0.35069904040807437,0.349019296342918,0.508004755777248,0.33572362906322384,0.2680289328020704,0.23838435333316021,0.3612193203034053,0.6375246910058927,0.3029993608417904,0.34292542073890947,0.27831683446641653,0.23465059517341585,0.5371346472070258,0.2210422212062038,0.5177496135476775,0.49897330556562974,0.5799406475714347,0.41203520427473744,0.17996232032110523,0.10881098353143864,0.2685002078704491,0.3754509346634245,0.3345244185870099,0.2248221037406274,0.5362377844081524,0.182704182856113,0.3412175992792416,0.48912155756684694
226,0.17067560538070453,0.27734702486901197,0.33255144620307947,0.2089376626335131,0.27376376194959706,0.4950057748845493,0.3756312912147931,0.26663959817402927,0.3085058973838967,0.40613491960261644,0.36898100779110854,0.3115811109422919,0.3565011166706476,0.2949230612376326,0.23766810675996858,0.44162972172168974,0.3590650965517645,0.32274220986253305,0.6856810685805558,0.5060029094589507,0.2749125663790701,0.5552546619542594,0.36216606474557483,0.3511092447881291,0.3459354688983167,0.4996707880720167,0.34605123227389717,0.25656142390905556,0.24130740505930873,0.37000895947345525,0.6368664295227833,0.2802149932540441,0.342869861447951,0.27464230946926615,0.23716692280908638,0.5298112379838313,0.23107852107471452,0.5327684906206669,0.4975579252179368,0.5803193324184732,0.4405154544087008,0.18045043515070416,0.10633362459677999,0.2597231735618115,0.37922190503370323,0.33060230565609766,0.21779949129255294,0.5043106516025853,0.2216383841856466,0.3433326535999209,0.48289391014434896
227,0.17278306280198646,0.28741039667894375,0.3432394867122117,0.22423426762734214,0.26616928645525056,0.40234062859155517,0.3453642201601893,0.2774023554507985,0.31652875813458725,0.3999987896580439,0.372838295600243,0.315755918769738,0.36946199889399906,0.299930239490036,0.2688358157756331,0.44007716058276625,0.31825382832771226,0.3242835244342304,0.6819559779965555,0.46059982694599344,0.21378848017136112,0.5493338932435841,0.37062343473334824,0.3511596832253492,0.34979392654084324,0.4922018921384293,0.3361959299404724,0.24244401754320785,0.24996414410923162,0.38739479339024413,0.64312972341111,0.2747536779089036,0.3431041159374743,0.2944698523562945,0.23740895917327073,0.528710152023642,0.22676874264731248,0.5501711135734859,0.5102710227110651,0.5268983049201884,0.44337014527304686,0.18037897565859543,0.11615994378434595,0.26245411838391325,0.34730593036721785,0.3396400173513223,0.21928666197391156,0.5059546987567962,0.22682887570731897,0.3328712989171144,0.4740652362932256
228,0.17298149237912497,0.3026784935183977,0.36217586551879555,0.223512213270901,0.26729886512165973,0.4090616109777642,0.3620691208356743,0.29553435767518654,0.32399194422406397,0.3991309578631408,0.3612801441767122,0.2987950752793008,0.3709802398456965,0.3099899448405457,0.28367793529281804,0.4422451378300609,0.32572467754293094,0.30133752878585224,0.6607466212840891,0.4455753115661587,0.2071541343606777,0.5469754982140732,0.3862705941283031,0.34241624623253575,0.3494485762146262,0.5024623591224175,0.31253520824002845,0.23487961423114628,0.2575581274892623,0.38158601505064677,0.632877139560253,0.2708154231282752,0.34371424692347585,0.28473262817687905,0.23057086552312098,0.5132692886721508,0.21311239057759757,0.5660013652788997,0.49998580614813204,0.4915044990486287,0.39859920289437184,0.17939980672497985,0.12300295160088472,0.26500056358815754,0.33121259400589487,0.3341774138786831,0.24811767461096249,0.47460120012586643,0.21897342661715316,0.3318552898726155,0.4901408108844984
229,0.17613948792253403,0.30249259161553593,0.3483985008402664,0.2234272098905419,0.2697331472302252,0.40773892523077193,0.363873272115765,0.2593139763106129,0.3101586854705813,0.3999007405962144,0.3542353005445651,0.29934718602432286,0.3818029471379293,0.3222377870240587,0.27213823323739983,0.44409194583245626,0.32848668484278487,0.2671828163355251,0.6784245119947181,0.44164820657970744,0.21470056046717378,0.5911368445107354,0.3886395944943242,0.3747225472634823,0.37938016443175415,0.5590675332069542,0.3185198508842549,0.2230406733443842,0.2544966887509258,0.3707145581410925,0.6041331348153219,0.2474347318434268,0.34682098401079514,0.2959732237508699,0.23372164623947728,0.4866854435142563,0.21753576797523805,0.6249734999240067,0.4911117895364134,0.5206722196186354,0.39849764121996384,0.18681900540971863,0.12250274662356059,0.29031151276701367,0.33008022606532644,0.35797218221839355,0.25084586721612145,0.43529053497697856,0.22557056842366438,0.31666907897214647,0.49414251627439915
230,0.17897467383508492,0.29305274103029433,0.3476131085711577,0.22651390147025083,0.2617186074482123,0.4490505151784989,0.3557633073839029,0.25770918762991524,0.27657579200433474,0.39959958149653635,0.378811776626122,0.2989543892336103,0.36244383144782977,0.3427496435308685,0.25989968045787265,0.43371695460040105,0.31260989601402045,0.24776117286466726,0.6694062274286161,0.44770591890528677,0.21445482756512557,0.6282089538956759,0.3967153166602719,0.37460045326264463,0.37729093768484223,0.5353372003047778,0.3239593269521883,0.21648339287145246,0.2593927341735952,0.36715032287388316,0.6008021759402923,0.24669122097086862,0.34746241912005926,0.2887817400635283,0.23588237055072617,0.46971654570048416,0.2256906262362877,0.6276239837511953,0.4933142753940254,0.5415011033699043,0.3494554936212842,0.18322807295712296,0.12278784157348917,0.28545820905166486,0.3239813827681861,0.3772547597941769,0.257212030531523,0.4569578615421191,0.2245567355536104,0.3028896279348046,0.4891054978774181
231,0.17671108544308037,0.29369645498388963,0.3166826179429977,0.22339163537474724,0.22481909498464633,0.42450134850851584,0.3554593202340514,0.25747902609788204,0.27508191735645643,0.3904118756725692,0.37166499227242117,0.2968090061784603,0.36546423160475733,0.35998658291945274,0.24314566994137166,0.4219782990225914,0.3296880085632657,0.2570015021637133,0.6693905074730543,0.4596940708480427,0.20145301997883328,0.6242208428563836,0.39316823017569935,0.35356293148464274,0.3653785261402673,0.5025411186330723,0.3084361345144115,0.22411669548275465,0.28104790374738137,0.370173818418209,0.5605942594172597,0.26612419794100417,0.34855182029890786,0.2904720408146405,0.23392021266974233,0.4405868223872045,0.2222120925543595,0.6411913231820877,0.48973804219177924,0.523531407065594,0.3387968489618072,0.18620597313984635,0.12168674587281961,0.2855436730072179,0.34126289469376003,0.3592128226349514,0.2558945227483429,0.48480385394252434,0.22491431617090457,0.29920874494559585,0.50439117804558
232,0.1809537505139249,0.2940069649443111,0.35096692408055036,0.23396014098101742,0.22118606320378065,0.4289590367619515,0.35887040862542585,0.2582029466064329,0.28453457431585777,0.39000557801251157,0.3614120525306591,0.30664078213447293,0.37119276191595296,0.3607041046924332,0.25168300148089523,0.4138423382436365,0.32835514644906116,0.31281049692580815,0.6676287351213623,0.46367415840332016,0.18578994501977333,0.6515281287166402,0.37578831521854433,0.3550289109661314,0.38079431102401734,0.4957732315738909,0.2945169476191384,0.23209323304119156,0.3105503526464282,0.37079445069512346,0.5087839085139428,0.23905028698090353,0.3460878961864077,0.2990482237012699,0.25859729310504237,0.4301260302784351,0.2565310297218707,0.6402296493447964,0.5374067687714935,0.5370434898887093,0.3335656271359816,0.19743967503198445,0.14456657733620268,0.29725079780679314,0.34314496733158234,0.35679960839201874,0.25713713415471506,0.46467061745535987,0.22782635350216313,0.29585885299906656,0.5057326639045928
233,0.17650355259101286,0.3051743148714085,0.36508162491475465,0.23808451118238674,0.21883638501506728,0.4062993256892712,0.36049883718813697,0.2840826420556246,0.29481216258453535,0.38670916903900326,0.35195499374228467,0.31476938779407393,0.34659456871344,0.3561947096953871,0.2556959110710628,0.406069189365374,0.34431727160448544,0.32301992561416587,0.6951302791680746,0.4605552937967982,0.18340332204660645,0.7288658907412013,0.36437649180911896,0.35953168845453093,0.373454408392188,0.501086661972353,0.2940059136061583,0.2301028203576407,0.30790029241246314,0.36578008229143,0.5085755760178476,0.24131184184554177,0.32690248787624815,0.28200969933630754,0.25386765262686917,0.4328125429174283,0.26624047112884297,0.6250054921764647,0.5391694036141103,0.5360971633248365,0.32506150420698066,0.1902177733939267,0.1752812597539381,0.2869724252569092,0.3011084274917731,0.3565434828276329,0.25344084217009416,0.45955433308405214,0.22306553485105676,0.2901827264542667,0.48160199904680845
234,0.17314742325314206,0.2363548412449733,0.37024003443632963,0.23607142822809843,0.21888906584530268,0.40794179790200435,0.41967719736244913,0.2796474009722466,0.2929942041314623,0.38841696532811937,0.36221123453309956,0.31735607732568294,0.346222495321984,0.37364022700415084,0.24632875369032128,0.40526422438822135,0.3377794839771596,0.32594371012380136,0.6639856617115347,0.4690025925298086,0.17994057788021628,0.8003093010530432,0.3735607051911714,0.3707242627385426,0.3776581530708111,0.46429200709240903,0.3250703046248013,0.21798266861292126,0.30393499983823175,0.3654743538581553,0.5082471053078691,0.2568627913424713,0.33047051552756695,0.2729650208504624,0.23823854486231236,0.43347152933551547,0.2621603823491244,0.6210701860301537,0.5455223290384928,0.5281384098380542,0.3350326738744196,0.19094059620236628,0.1752449135243437,0.281233634428937,0.285389347143362,0.3564753296180715,0.24193274112571891,0.4477788934919362,0.23945030200951117,0.30262056075689486,0.45232471501644184
235,0.1707371896517374,0.2368882272761693,0.36925207817382816,0.2361158761700922,0.21380286268962798,0.4583997005250045,0.4186314576704578,0.27957101264034323,0.29811800083909024,0.35550776319552285,0.36101189657059446,0.3194285298176811,0.3590448940716054,0.3847195434415942,0.2308032732789067,0.3676979863906611,0.34631003270423305,0.3496014800287457,0.6660470490654187,0.46367244550808145,0.17906848841580428,0.8069097282996268,0.36674479775420105,0.35285588678840996,0.4005704870764487,0.4113375706371439,0.3224484954894334,0.22245262906308513,0.3237379817031585,0.3654833655462873,0.500120156530143,0.2631385808281443,0.32317435065597233,0.27352958314823406,0.23782383307338606,0.46800699826421627,0.26236721742909563,0.6082762600832742,0.5478532215772599,0.5329721570084017,0.3773889491130491,0.18957617642891023,0.17518722640200038,0.272680417158297,0.28606492116459337,0.35843547396060765,0.23564209018788754,0.45172222441049076,0.2520201560510476,0.34638144789751923,0.45044035199289795
236,0.17281627435605704,0.35309450447010216,0.3284368252828485,0.24475052751304863,0.2087589812870426,0.42856443390553256,0.4097690266491767,0.279879193656258,0.3099166257518708,0.34940742515716605,0.35887237954247203,0.2945836792378725,0.3464044823016747,0.3782374567224315,0.2308122435759707,0.3176142398995867,0.3442936957973021,0.3503099761085943,0.6964722080075886,0.4582177613252416,0.21334777539428745,0.8064787925685689,0.35443009400074055,0.352377150575712,0.4024799220600907,0.41000271810807953,0.3228907027223846,0.22500296318592852,0.3219825673594821,0.39312617614051587,0.5148696162383257,0.26781417956125225,0.32683986178134405,0.27130775562082665,0.2361963890282556,0.47651748866073723,0.2623654953512904,0.6041861063927041,0.5494422421179628,0.5320504718179746,0.3982502576672877,0.18521875018719994,0.1755465704080839,0.2577518438942649,0.2774241464877765,0.3526682459128053,0.2440678449732154,0.45213175639688014,0.2580876213619526,0.3478292286473175,0.4533158492406993
237,0.16205477076262584,0.35171109611308987,0.33238111651058333,0.24118649284900495,0.21277560527886283,0.39887437555038885,0.39995992344306597,0.2747444357700603,0.31945484884235836,0.32018353646753217,0.34385680749760933,0.2939205321175498,0.34793428593746734,0.37916011419610735,0.23165534266988322,0.32188433776692754,0.34532684838297434,0.3529977990957515,0.6697617196229407,0.4502271550333852,0.2241206521198165,0.7438392688629214,0.3353438739791242,0.30317423883730926,0.4178397243922913,0.4317360178700783,0.2649162010121671,0.22050798467680308,0.3218031985979963,0.3950328217597048,0.4833139093089563,0.24285336758468057,0.3265277225399654,0.27033020847075667,0.2272700704125392,0.47161345325504583,0.25926877247979035,0.6090908552771138,0.49213980400020085,0.5475448308111153,0.4010391164962821,0.1881853788034418,0.17478358503038371,0.26863704366919144,0.27740779940908966,0.3443790038767157,0.2333160850432963,0.43864130353526204,0.24856791416571206,0.34055692852082314,0.3909562987189901
238,0.15917115818635286,0.3518823937037372,0.3451633393967429,0.22604095600898338,0.21705266521520364,0.39439284051713164,0.39242533765083104,0.2738087878775907,0.322965763854447,0.3005768994159254,0.3366783174613407,0.2936141053359532,0.33959580307364323,0.3799930503020982,0.24834805513507371,0.32272466928632537,0.32536652653258324,0.3584381125353017,0.7020961309299477,0.4373989160447037,0.27236995073964315,0.7683799078618916,0.31716987317484,0.28782785931487614,0.4241243716673902,0.4557709293202684,0.2733542955476984,0.21624269604143462,0.318247222040903,0.3945056796502823,0.479913379862529,0.24300292313132407,0.3231487981840014,0.27092303860615746,0.2277122261736628,0.45876445924849374,0.25770881335745366,0.6099326910490669,0.503968846063692,0.5724942504311904,0.3999985186294617,0.1876124158109766,0.17395500832790087,0.26802044739964453,0.2775616202953097,0.34472398236419916,0.232270316589957,0.44029364751481936,0.2300507483401321,0.35766821901665774,0.41120288246239106
